,zhonghnanindown,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,average
5662,38,42,45,45,37,52,32,42,52,42,41,74,39,33,45.33333333
5663,29,38,42,45,45,37,52,32,42,52,42,41,74,39,50
5664,34,29,38,42,45,45,37,52,32,42,52,42,41,74,53.66666667
5665,44,34,29,38,42,45,45,37,52,32,42,52,42,41,55
5666,53,44,34,29,38,42,45,45,37,52,32,42,52,42,56.33333333
5667,62,53,44,34,29,38,42,45,45,37,52,32,42,52,54.66666667
5668,44,62,53,44,34,29,38,42,45,45,37,52,32,42,62.66666667
5669,51,44,62,53,44,34,29,38,42,45,45,37,52,32,48.33333333
5670,45,51,44,62,53,44,34,29,38,42,45,45,37,52,65
5671,54,45,51,44,62,53,44,34,29,38,42,45,45,37,58.33333333
5672,37,54,45,51,44,62,53,44,34,29,38,42,45,45,58.66666667
5673,59,37,54,45,51,44,62,53,44,34,29,38,42,45,59.33333333
5674,35,59,37,54,45,51,44,62,53,44,34,29,38,42,62.66666667
5675,53,35,59,37,54,45,51,44,62,53,44,34,29,38,59
5676,50,53,35,59,37,54,45,51,44,62,53,44,34,29,54.33333333
5677,59,50,53,35,59,37,54,45,51,44,62,53,44,34,52.33333333
5678,49,59,50,53,35,59,37,54,45,51,44,62,53,44,60.33333333
5679,50,49,59,50,53,35,59,37,54,45,51,44,62,53,51.66666667
5680,50,50,49,59,50,53,35,59,37,54,45,51,44,62,42.66666667
5681,47,50,50,49,59,50,53,35,59,37,54,45,51,44,46
5682,60,47,50,50,49,59,50,53,35,59,37,54,45,51,49.33333333
5683,47,60,47,50,50,49,59,50,53,35,59,37,54,45,47.33333333
5684,52,47,60,47,50,50,49,59,50,53,35,59,37,54,42
5685,45,52,47,60,47,50,50,49,59,50,53,35,59,37,50.33333333
5686,49,45,52,47,60,47,50,50,49,59,50,53,35,59,46
5687,37,49,45,52,47,60,47,50,50,49,59,50,53,35,46
5688,36,37,49,45,52,47,60,47,50,50,49,59,50,53,49.66666667
5689,37,36,37,49,45,52,47,60,47,50,50,49,59,50,46.33333333
5690,33,37,36,37,49,45,52,47,60,47,50,50,49,59,50.66666667
5691,33,33,37,36,37,49,45,52,47,60,47,50,50,49,41.33333333
5692,33,33,33,37,36,37,49,45,52,47,60,47,50,50,44.33333333
5693,36,33,33,33,37,36,37,49,45,52,47,60,47,50,35.33333333
5694,34,36,33,33,33,37,36,37,49,45,52,47,60,47,36
5695,25,34,36,33,33,33,37,36,37,49,45,52,47,60,33.66666667
5696,22,25,34,36,33,33,33,37,36,37,49,45,52,47,32.66666667
5697,27,22,25,34,36,33,33,33,37,36,37,49,45,52,39.33333333
5698,28,27,22,25,34,36,33,33,33,37,36,37,49,45,30.66666667
5699,24,28,27,22,25,34,36,33,33,33,37,36,37,49,29.66666667
5700,29,24,28,27,22,25,34,36,33,33,33,37,36,37,24
5701,25,29,24,28,27,22,25,34,36,33,33,33,37,36,25.33333333
5702,29,25,29,24,28,27,22,25,34,36,33,33,33,37,24
5703,22,29,25,29,24,28,27,22,25,34,36,33,33,33,27.33333333
5704,31,22,29,25,29,24,28,27,22,25,34,36,33,33,23.66666667
5705,13,31,22,29,25,29,24,28,27,22,25,34,36,33,19
5706,19,13,31,22,29,25,29,24,28,27,22,25,34,36,22
5707,13,19,13,31,22,29,25,29,24,28,27,22,25,34,19
5708,13,13,19,13,31,22,29,25,29,24,28,27,22,25,19
5709,14,13,13,19,13,31,22,29,25,29,24,28,27,22,21.66666667
5710,26,14,13,13,19,13,31,22,29,25,29,24,28,27,21.33333333
5711,18,26,14,13,13,19,13,31,22,29,25,29,24,28,22.66666667
5712,18,18,26,14,13,13,19,13,31,22,29,25,29,24,20.33333333
5713,11,18,18,26,14,13,13,19,13,31,22,29,25,29,17.33333333
5714,20,11,18,18,26,14,13,13,19,13,31,22,29,25,22.33333333
5715,16,20,11,18,18,26,14,13,13,19,13,31,22,29,20
5716,21,16,20,11,18,18,26,14,13,13,19,13,31,22,17
5717,19,21,16,20,11,18,18,26,14,13,13,19,13,31,19.33333333
5718,18,19,21,16,20,11,18,18,26,14,13,13,19,13,18.33333333
5719,14,18,19,21,16,20,11,18,18,26,14,13,13,19,19
5720,18,14,18,19,21,16,20,11,18,18,26,14,13,13,16.33333333
5721,17,18,14,18,19,21,16,20,11,18,18,26,14,13,14.33333333
5722,16,17,18,14,18,19,21,16,20,11,18,18,26,14,13
5723,11,16,17,18,14,18,19,21,16,20,11,18,18,26,14.66666667
5724,8,11,16,17,18,14,18,19,21,16,20,11,18,18,18
5725,17,8,11,16,17,18,14,18,19,21,16,20,11,18,15.66666667
5726,13,17,8,11,16,17,18,14,18,19,21,16,20,11,13.33333333
5727,10,13,17,8,11,16,17,18,14,18,19,21,16,20,12.66666667
5728,15,10,13,17,8,11,16,17,18,14,18,19,21,16,16
5729,7,15,10,13,17,8,11,16,17,18,14,18,19,21,11
5730,14,7,15,10,13,17,8,11,16,17,18,14,18,19,14
5731,10,14,7,15,10,13,17,8,11,16,17,18,14,18,12.33333333
5732,8,10,14,7,15,10,13,17,8,11,16,17,18,14,9.333333333
5733,4,8,10,14,7,15,10,13,17,8,11,16,17,18,11.66666667
5734,8,4,8,10,14,7,15,10,13,17,8,11,16,17,10.33333333
5735,11,8,4,8,10,14,7,15,10,13,17,8,11,16,10
5736,14,11,8,4,8,10,14,7,15,10,13,17,8,11,8
5737,9,14,11,8,4,8,10,14,7,15,10,13,17,8,5
5738,11,9,14,11,8,4,8,10,14,7,15,10,13,17,9
5739,5,11,9,14,11,8,4,8,10,14,7,15,10,13,7.666666667
5740,9,5,11,9,14,11,8,4,8,10,14,7,15,10,10
5741,11,9,5,11,9,14,11,8,4,8,10,14,7,15,10.66666667
5742,5,11,9,5,11,9,14,11,8,4,8,10,14,7,9.666666667
5743,7,5,11,9,5,11,9,14,11,8,4,8,10,14,7.666666667
5744,7,7,5,11,9,5,11,9,14,11,8,4,8,10,9.333333333
5745,7,7,7,5,11,9,5,11,9,14,11,8,4,8,9
5746,0,7,7,7,5,11,9,5,11,9,14,11,8,4,8
5747,6,0,7,7,7,5,11,9,5,11,9,14,11,8,5.333333333
5748,6,6,0,7,7,7,5,11,9,5,11,9,14,11,5.333333333
5749,4,6,6,0,7,7,7,5,11,9,5,11,9,14,2
5750,5,4,6,6,0,7,7,7,5,11,9,5,11,9,3.666666667
5751,6,5,4,6,6,0,7,7,7,5,11,9,5,11,5.333333333
5752,8,6,5,4,6,6,0,7,7,7,5,11,9,5,4.666666667
5753,8,8,6,5,4,6,6,0,7,7,7,5,11,9,8
5754,5,8,8,6,5,4,6,6,0,7,7,7,5,11,5.666666667
5755,3,5,8,8,6,5,4,6,6,0,7,7,7,5,5.333333333
5756,3,3,5,8,8,6,5,4,6,6,0,7,7,7,3.333333333
5757,6,3,3,5,8,8,6,5,4,6,6,0,7,7,4.666666667
5758,4,6,3,3,5,8,8,6,5,4,6,6,0,7,4
5759,8,4,6,3,3,5,8,8,6,5,4,6,6,0,2.333333333
5760,2,8,4,6,3,3,5,8,8,6,5,4,6,6,4.333333333
5761,3,2,8,4,6,3,3,5,8,8,6,5,4,6,2.333333333
5762,4,3,2,8,4,6,3,3,5,8,8,6,5,4,3
5763,2,4,3,2,8,4,6,3,3,5,8,8,6,5,3.666666667
5764,2,2,4,3,2,8,4,6,3,3,5,8,8,6,3
5765,2,2,2,4,3,2,8,4,6,3,3,5,8,8,2.666666667
5766,0,2,2,2,4,3,2,8,4,6,3,3,5,8,4
5767,1,0,2,2,2,4,3,2,8,4,6,3,3,5,3.333333333
5768,2,1,0,2,2,2,4,3,2,8,4,6,3,3,5
5769,4,2,1,0,2,2,2,4,3,2,8,4,6,3,2.666666667
5770,0,4,2,1,0,2,2,2,4,3,2,8,4,6,3.333333333
5771,2,0,4,2,1,0,2,2,2,4,3,2,8,4,3.333333333
5772,3,2,0,4,2,1,0,2,2,2,4,3,2,8,3
5773,1,3,2,0,4,2,1,0,2,2,2,4,3,2,2.333333333
5774,2,1,3,2,0,4,2,1,0,2,2,2,4,3,1.666666667
5775,1,2,1,3,2,0,4,2,1,0,2,2,2,4,3
5776,2,1,2,1,3,2,0,4,2,1,0,2,2,2,4.333333333
5777,5,2,1,2,1,3,2,0,4,2,1,0,2,2,3
5778,4,5,2,1,2,1,3,2,0,4,2,1,0,2,2
5779,4,4,5,2,1,2,1,3,2,0,4,2,1,0,2
5780,1,4,4,5,2,1,2,1,3,2,0,4,2,1,2
5781,2,1,4,4,5,2,1,2,1,3,2,0,4,2,2
5782,3,2,1,4,4,5,2,1,2,1,3,2,0,4,1.333333333
5783,2,3,2,1,4,4,5,2,1,2,1,3,2,0,3
5784,2,2,3,2,1,4,4,5,2,1,2,1,3,2,3.333333333
5785,1,2,2,3,2,1,4,4,5,2,1,2,1,3,1.666666667
5786,3,1,2,2,3,2,1,4,4,5,2,1,2,1,1.333333333
5787,0,3,1,2,2,3,2,1,4,4,5,2,1,2,1.666666667
5788,0,0,3,1,2,2,3,2,1,4,4,5,2,1,1.666666667
5789,0,0,0,3,1,2,2,3,2,1,4,4,5,2,3.333333333
5790,3,0,0,0,3,1,2,2,3,2,1,4,4,5,0.666666667
5791,0,3,0,0,0,3,1,2,2,3,2,1,4,4,2.666666667
5792,1,0,3,0,0,0,3,1,2,2,3,2,1,4,2.666666667
5793,1,1,0,3,0,0,0,3,1,2,2,3,2,1,0.666666667
5794,2,1,1,0,3,0,0,0,3,1,2,2,3,2,1.333333333
5795,1,2,1,1,0,3,0,0,0,3,1,2,2,3,3.666666667
5796,0,1,2,1,1,0,3,0,0,0,3,1,2,2,1.666666667
5797,1,0,1,2,1,1,0,3,0,0,0,3,1,2,2.666666667
5798,1,1,0,1,2,1,1,0,3,0,0,0,3,1,0.666666667
5799,2,1,1,0,1,2,1,1,0,3,0,0,0,3,0
5800,0,2,1,1,0,1,2,1,1,0,3,0,0,0,1.333333333
5801,4,0,2,1,1,0,1,2,1,1,0,3,0,0,2.666666667
5802,2,4,0,2,1,1,0,1,2,1,1,0,3,0,1.666666667
5803,2,2,4,0,2,1,1,0,1,2,1,1,0,3,1
5804,2,2,2,4,0,2,1,1,0,1,2,1,1,0,2.333333333
5805,1,2,2,2,4,0,2,1,1,0,1,2,1,1,3
5806,1,1,2,2,2,4,0,2,1,1,0,1,2,1,1.333333333
5807,2,1,1,2,2,2,4,0,2,1,1,0,1,2,1.333333333
5808,4,2,1,1,2,2,2,4,0,2,1,1,0,1,1.333333333
5809,2,4,2,1,1,2,2,2,4,0,2,1,1,0,1
5810,3,2,4,2,1,1,2,2,2,4,0,2,1,1,2
5811,0,3,2,4,2,1,1,2,2,2,4,0,2,1,1.666666667
5812,3,0,3,2,4,2,1,1,2,2,2,4,0,2,1.666666667
5813,1,3,0,3,2,4,2,1,1,2,2,2,4,0,2.666666667
5814,0,1,3,0,3,2,4,2,1,1,2,2,2,4,2
5815,3,0,1,3,0,3,2,4,2,1,1,2,2,2,2
5816,1,3,0,1,3,0,3,2,4,2,1,1,2,2,3
5817,5,1,3,0,1,3,0,3,2,4,2,1,1,2,2
5818,4,5,1,3,0,1,3,0,3,2,4,2,1,1,4.333333333
5819,9,4,5,1,3,0,1,3,0,3,2,4,2,1,3
5820,4,9,4,5,1,3,0,1,3,0,3,2,4,2,2
5821,3,4,9,4,5,1,3,0,1,3,0,3,2,4,4.666666667
5822,5,3,4,9,4,5,1,3,0,1,3,0,3,2,3.666666667
5823,5,5,3,4,9,4,5,1,3,0,1,3,0,3,4.333333333
5824,2,5,5,3,4,9,4,5,1,3,0,1,3,0,4.666666667
5825,3,2,5,5,3,4,9,4,5,1,3,0,1,3,5.666666667
5826,7,3,2,5,5,3,4,9,4,5,1,3,0,1,5
5827,10,7,3,2,5,5,3,4,9,4,5,1,3,0,6
5828,5,10,7,3,2,5,5,3,4,9,4,5,1,3,8
5829,8,5,10,7,3,2,5,5,3,4,9,4,5,1,5.333333333
5830,6,8,5,10,7,3,2,5,5,3,4,9,4,5,9.333333333
5831,3,6,8,5,10,7,3,2,5,5,3,4,9,4,9.333333333
5832,7,3,6,8,5,10,7,3,2,5,5,3,4,9,12.66666667
5833,11,7,3,6,8,5,10,7,3,2,5,5,3,4,12.33333333
5834,16,11,7,3,6,8,5,10,7,3,2,5,5,3,12
5835,5,16,11,7,3,6,8,5,10,7,3,2,5,5,19.33333333
5836,9,5,16,11,7,3,6,8,5,10,7,3,2,5,17.33333333
5837,5,9,5,16,11,7,3,6,8,5,10,7,3,2,24.33333333
5838,14,5,9,5,16,11,7,3,6,8,5,10,7,3,28.66666667
5839,12,14,5,9,5,16,11,7,3,6,8,5,10,7,25.33333333
5840,12,12,14,5,9,5,16,11,7,3,6,8,5,10,31
5841,17,12,12,14,5,9,5,16,11,7,3,6,8,5,34
5842,12,17,12,12,14,5,9,5,16,11,7,3,6,8,35.66666667
5843,16,12,17,12,12,14,5,9,5,16,11,7,3,6,32.33333333
5844,13,16,12,17,12,12,14,5,9,5,16,11,7,3,25.66666667
5845,15,13,16,12,17,12,12,14,5,9,5,16,11,7,32
5846,22,15,13,16,12,17,12,12,14,5,9,5,16,11,34
5847,22,22,15,13,16,12,17,12,12,14,5,9,5,16,37.66666667
5848,37,22,22,15,13,16,12,17,12,12,14,5,9,5,42.66666667
5849,19,37,22,22,15,13,16,12,17,12,12,14,5,9,42
5850,34,19,37,22,22,15,13,16,12,17,12,12,14,5,45.66666667
5851,37,34,19,37,22,22,15,13,16,12,17,12,12,14,45.66666667
5852,43,37,34,19,37,22,22,15,13,16,12,17,12,12,47.66666667
5853,48,43,37,34,19,37,22,22,15,13,16,12,17,12,62
5854,50,48,43,37,34,19,37,22,22,15,13,16,12,17,62
5855,47,50,48,43,37,34,19,37,22,22,15,13,16,12,53.33333333
5856,40,47,50,48,43,37,34,19,37,22,22,15,13,16,65
5857,46,40,47,50,48,43,37,34,19,37,22,22,15,13,60.33333333
5858,38,46,40,47,50,48,43,37,34,19,37,22,22,15,60.33333333
5859,42,38,46,40,47,50,48,43,37,34,19,37,22,22,61.66666667
5860,46,42,38,46,40,47,50,48,43,37,34,19,37,22,45.66666667
5861,45,46,42,38,46,40,47,50,48,43,37,34,19,37,54
5862,46,45,46,42,38,46,40,47,50,48,43,37,34,19,55.66666667
5863,45,46,45,46,42,38,46,40,47,50,48,43,37,34,57
5864,56,45,46,45,46,42,38,46,40,47,50,48,43,37,44.33333333
5865,49,56,45,46,45,46,42,38,46,40,47,50,48,43,55
5866,53,49,56,45,46,45,46,42,38,46,40,47,50,48,45.66666667
5867,41,53,49,56,45,46,45,46,42,38,46,40,47,50,58
5868,40,41,53,49,56,45,46,45,46,42,38,46,40,47,41.33333333
5869,53,40,41,53,49,56,45,46,45,46,42,38,46,40,55.66666667
5870,51,53,40,41,53,49,56,45,46,45,46,42,38,46,43.66666667
5871,47,51,53,40,41,53,49,56,45,46,45,46,42,38,47
5872,59,47,51,53,40,41,53,49,56,45,46,45,46,42,50
5873,37,59,47,51,53,40,41,53,49,56,45,46,45,46,50
5874,50,37,59,47,51,53,40,41,53,49,56,45,46,45,38
5875,51,50,37,59,47,51,53,40,41,53,49,56,45,46,46.66666667
5876,46,51,50,37,59,47,51,53,40,41,53,49,56,45,43
5877,73,46,51,50,37,59,47,51,53,40,41,53,49,56,50
5878,55,73,46,51,50,37,59,47,51,53,40,41,53,49,52
5879,40,55,73,46,51,50,37,59,47,51,53,40,41,53,45
5880,48,40,55,73,46,51,50,37,59,47,51,53,40,41,43
5881,57,48,40,55,73,46,51,50,37,59,47,51,53,40,43.33333333
5882,33,57,48,40,55,73,46,51,50,37,59,47,51,53,44.33333333
5883,44,33,57,48,40,55,73,46,51,50,37,59,47,51,38.66666667
5884,44,44,33,57,48,40,55,73,46,51,50,37,59,47,53.66666667
5885,43,44,44,33,57,48,40,55,73,46,51,50,37,59,41.66666667
5886,47,43,44,44,33,57,48,40,55,73,46,51,50,37,51
5887,49,47,43,44,44,33,57,48,40,55,73,46,51,50,45
5888,43,49,47,43,44,44,33,57,48,40,55,73,46,51,43.66666667
5889,60,43,49,47,43,44,44,33,57,48,40,55,73,46,42.33333333
5890,56,60,43,49,47,43,44,44,33,57,48,40,55,73,42.33333333
5891,40,56,60,43,49,47,43,44,44,33,57,48,40,55,42.33333333
5892,47,40,56,60,43,49,47,43,44,44,33,57,48,40,38
5893,45,47,40,56,60,43,49,47,43,44,44,33,57,48,40.66666667
5894,41,45,47,40,56,60,43,49,47,43,44,44,33,57,35.66666667
5895,56,41,45,47,40,56,60,43,49,47,43,44,44,33,39
5896,46,56,41,45,47,40,56,60,43,49,47,43,44,44,35
5897,31,46,56,41,45,47,40,56,60,43,49,47,43,44,36
5898,39,31,46,56,41,45,47,40,56,60,43,49,47,43,30.33333333
5899,31,39,31,46,56,41,45,47,40,56,60,43,49,47,29
5900,47,31,39,31,46,56,41,45,47,40,56,60,43,49,32.33333333
5901,49,47,31,39,31,46,56,41,45,47,40,56,60,43,29.66666667
5902,32,49,47,31,39,31,46,56,41,45,47,40,56,60,36
5903,34,32,49,47,31,39,31,46,56,41,45,47,40,56,31.66666667
5904,45,34,32,49,47,31,39,31,46,56,41,45,47,40,34
5905,47,45,34,32,49,47,31,39,31,46,56,41,45,47,33.33333333
5906,44,47,45,34,32,49,47,31,39,31,46,56,41,45,43
5907,38,44,47,45,34,32,49,47,31,39,31,46,56,41,31.33333333
5908,32,38,44,47,45,34,32,49,47,31,39,31,46,56,38.66666667
5909,36,32,38,44,47,45,34,32,49,47,31,39,31,46,34.33333333
5910,36,36,32,38,44,47,45,34,32,49,47,31,39,31,35.33333333
5911,35,36,36,32,38,44,47,45,34,32,49,47,31,39,33.66666667
5912,24,35,36,36,32,38,44,47,45,34,32,49,47,31,29.33333333
5913,57,24,35,36,36,32,38,44,47,45,34,32,49,47,34.33333333
5914,27,57,24,35,36,36,32,38,44,47,45,34,32,49,28.33333333
5915,27,27,57,24,35,36,36,32,38,44,47,45,34,32,33
5916,29,27,27,57,24,35,36,36,32,38,44,47,45,34,36.66666667
5917,40,29,27,27,57,24,35,36,36,32,38,44,47,45,34.66666667
5918,32,40,29,27,27,57,24,35,36,36,32,38,44,47,43
5919,37,32,40,29,27,27,57,24,35,36,36,32,38,44,35.33333333
5920,32,37,32,40,29,27,27,57,24,35,36,36,32,38,39.33333333
5921,37,32,37,32,40,29,27,27,57,24,35,36,36,32,42
5922,40,37,32,37,32,40,29,27,27,57,24,35,36,36,35
5923,43,40,37,32,37,32,40,29,27,27,57,24,35,36,34.33333333
5924,46,43,40,37,32,37,32,40,29,27,27,57,24,35,39.33333333
5925,34,46,43,40,37,32,37,32,40,29,27,27,57,24,25.66666667
5926,27,34,46,43,40,37,32,37,32,40,29,27,27,57,36.66666667
5927,52,27,34,46,43,40,37,32,37,32,40,29,27,27,36.66666667
5928,36,52,27,34,46,43,40,37,32,37,32,40,29,27,44.66666667
5929,38,36,52,27,34,46,43,40,37,32,37,32,40,29,40.33333333
5930,40,38,36,52,27,34,46,43,40,37,32,37,32,40,39
5931,43,40,38,36,52,27,34,46,43,40,37,32,37,32,41.33333333
5932,38,43,40,38,36,52,27,34,46,43,40,37,32,37,44
5933,27,38,43,40,38,36,52,27,34,46,43,40,37,32,44.33333333
5934,34,27,38,43,40,38,36,52,27,34,46,43,40,37,49.66666667
5935,40,34,27,38,43,40,38,36,52,27,34,46,43,40,39
5936,31,40,34,27,38,43,40,38,36,52,27,34,46,43,37.66666667
5937,43,31,40,34,27,38,43,40,38,36,52,27,34,46,41
5938,29,43,31,40,34,27,38,43,40,38,36,52,27,34,39.66666667
5939,32,29,43,31,40,34,27,38,43,40,38,36,52,27,40
5940,54,32,29,43,31,40,34,27,38,43,40,38,36,52,52.33333333
5941,55,54,32,29,43,31,40,34,27,38,43,40,38,36,40.33333333
5942,47,55,54,32,29,43,31,40,34,27,38,43,40,38,45.33333333
5943,37,47,55,54,32,29,43,31,40,34,27,38,43,40,45
5944,38,37,47,55,54,32,29,43,31,40,34,27,38,43,44.33333333
5945,60,38,37,47,55,54,32,29,43,31,40,34,27,38,36.33333333
5946,55,60,38,37,47,55,54,32,29,43,31,40,34,27,46.66666667
5947,46,55,60,38,37,47,55,54,32,29,43,31,40,34,49
5948,49,46,55,60,38,37,47,55,54,32,29,43,31,40,50.66666667
5949,43,49,46,55,60,38,37,47,55,54,32,29,43,31,52
5950,56,43,49,46,55,60,38,37,47,55,54,32,29,43,43.33333333
5951,49,56,43,49,46,55,60,38,37,47,55,54,32,29,48.33333333
5952,37,49,56,43,49,46,55,60,38,37,47,55,54,32,48
5953,47,37,49,56,43,49,46,55,60,38,37,47,55,54,47.33333333
5954,41,47,37,49,56,43,49,46,55,60,38,37,47,55,49
5955,59,41,47,37,49,56,43,49,46,55,60,38,37,47,54.66666667
5956,51,59,41,47,37,49,56,43,49,46,55,60,38,37,62.33333333
5957,49,51,59,41,47,37,49,56,43,49,46,55,60,38,47.66666667
5958,41,49,51,59,41,47,37,49,56,43,49,46,55,60,60.66666667
5959,67,41,49,51,59,41,47,37,49,56,43,49,46,55,53
5960,56,67,41,49,51,59,41,47,37,49,56,43,49,46,55.66666667
5961,50,56,67,41,49,51,59,41,47,37,49,56,43,49,56.66666667
5962,46,50,56,67,41,49,51,59,41,47,37,49,56,43,61.66666667
5963,52,46,50,56,67,41,49,51,59,41,47,37,49,56,50
5964,59,52,46,50,56,67,41,49,51,59,41,47,37,49,55.33333333
5965,48,59,52,46,50,56,67,41,49,51,59,41,47,37,44.33333333
5966,60,48,59,52,46,50,56,67,41,49,51,59,41,47,60.66666667
5967,52,60,48,59,52,46,50,56,67,41,49,51,59,41,50.66666667
5968,41,52,60,48,59,52,46,50,56,67,41,49,51,59,44
5969,43,41,52,60,48,59,52,46,50,56,67,41,49,51,47
5970,40,43,41,52,60,48,59,52,46,50,56,67,41,49,44
5971,50,40,43,41,52,60,48,59,52,46,50,56,67,41,51.33333333
5972,39,50,40,43,41,52,60,48,59,52,46,50,56,67,40.66666667
5973,45,39,50,40,43,41,52,60,48,59,52,46,50,56,51.33333333
5974,31,45,39,50,40,43,41,52,60,48,59,52,46,50,46.33333333
5975,50,31,45,39,50,40,43,41,52,60,48,59,52,46,51
5976,30,50,31,45,39,50,40,43,41,52,60,48,59,52,46.66666667
5977,34,30,50,31,45,39,50,40,43,41,52,60,48,59,42.33333333
5978,29,34,30,50,31,45,39,50,40,43,41,52,60,48,45
5979,34,29,34,30,50,31,45,39,50,40,43,41,52,60,41
5980,37,34,29,34,30,50,31,45,39,50,40,43,41,52,39
5981,28,37,34,29,34,30,50,31,45,39,50,40,43,41,33.66666667
5982,32,28,37,34,29,34,30,50,31,45,39,50,40,43,36.66666667
5983,40,32,28,37,34,29,34,30,50,31,45,39,50,40,35
5984,27,40,32,28,37,34,29,34,30,50,31,45,39,50,33
5985,34,27,40,32,28,37,34,29,34,30,50,31,45,39,32
5986,25,34,27,40,32,28,37,34,29,34,30,50,31,45,28.66666667
5987,27,25,34,27,40,32,28,37,34,29,34,30,50,31,31.66666667
5988,23,27,25,34,27,40,32,28,37,34,29,34,30,50,24
5989,14,23,27,25,34,27,40,32,28,37,34,29,34,30,26.66666667
5990,21,14,23,27,25,34,27,40,32,28,37,34,29,34,24
5991,20,21,14,23,27,25,34,27,40,32,28,37,34,29,25.66666667
5992,25,20,21,14,23,27,25,34,27,40,32,28,37,34,23.66666667
5993,15,25,20,21,14,23,27,25,34,27,40,32,28,37,25
5994,17,15,25,20,21,14,23,27,25,34,27,40,32,28,22.33333333
5995,21,17,15,25,20,21,14,23,27,25,34,27,40,32,19.66666667
5996,15,21,17,15,25,20,21,14,23,27,25,34,27,40,17
5997,19,15,21,17,15,25,20,21,14,23,27,25,34,27,18
5998,14,19,15,21,17,15,25,20,21,14,23,27,25,34,18.66666667
